rating,ulasan,tanggal,nama_pengguna
negatif,Daftar nya gagal trus. Katanya harus di upgrat versi jkn mobile nya sudah di upgrad sama aja gak bisa daftar. Koneksi jaringan jdi masalah sudah menggunakan jaringan paling baik sama saja gak bisa daftar. Selama pandemi covid masyarat kok tambah di persulit dengan sistem online. Sementara mau daftar online saja gagal terus. Ada apa dengan sistem nya.,30 Agustus 2021,adi wibowo
negatif,"Fungsi CUKUP baik. Tapi terlalu sering minta di update, padahal tidak ada yang berubah fungsi dan menu nya. Update butuh kouta, menambah data. Tolong lah lebih efisien lagi aplikasinya. Sering di update, loadingnya tetap lama, lalu apa perbaikannya.. Zzzzzz",5 Oktober 2020,Luluk Karim
negatif,"Tolong updatenya jangan terlalu sering.. Kalo untuk demi perbaikan aplikasi, bisa ditampung dulu kekurangannya sampai dirasa cukup untuk dilakukan update.. Kalo kayak gini pengguna merasa sangat tidak nyaman dan berakibat rating akan semakin turun",7 September 2020,Adimas Apriyanto
positif,"Parahhh bener app nya sy udah nyoba sampe seminggu daftar masuk aja gk bisa2 app error mengalami gangguan teruss..., sekalinya nomor telp diverivikasi.. nomor verifikasinya gk ada udh dicek di SMS,WA email semua ZonK berkali2 sampai kesal. Tolong berikan penjelasan bahwa harus menggunakan pulsa untuk mendaftar jkn. Untuk sy telp operatornya dan diberikan penjelasan yg ramah.. Jadi sy perbaharui bintang sy ,,..!!",12 Juni 2021,Rahmat Megahari
negatif,Uda update mau masuk lupa password mau di reset tapi gabisa cuma muter muter sampe time out uda verifikasi kode OTP uda masuk tapi gabisa di aplikasi nya . TOLONG kalo belum bisa digunakan tidak usah di-update dulu aplikasi nya !!!! Merugikan!!!! Sangat sangat kecewa!!!!,12 Juni 2021,Desla Intan Anggraini
negatif,"Sungguh sangat mengecewakan, tidak bisa login padahal biasanya bisa dengan email.. ini dngn nik / nmr bpjs jdi tdk bisa keluarnya password salah,, mau reset password gak bisa gak di kirim kode otp nya padahal sudah benar nmr saya !!! Tolong dengan sangat aplikasinya di tingkatkan lagi !!",12 September 2021,Yonathan Priambudi
positif,"AWALNYA : aplikasi yg baru malah menyulitkan, sudah jelas punya no.kartu, sudah bayar rutin tiap bulan, masuk aplikasi saja gak bisa, jawaban aplikasi BELUM TERDAFTAR, apa gunanya update aplikasi jk malah semakin repot, aplikasi yg dulu saja lebih simpel, coba to beli aplikasi yg mudah diakses, karena penggunanya masyarakat luas dan tidak semua menguasai IT, masyarakat ingin yg mudah dan praktis saja, TERNYATA setelah mendapat PENJELASAN dari sini, semua bisa berjalan dengan lancar, terima kasih",5 September 2022,HONO DWI SUTANTO
negatif,"Ini serius ga bisa daftar online? Kalo emang ga bisa apk dihapus aja, karena bukan nya mempermudah tapi malah mempersulit, pulsa juga udah banyak abis verifikasi lewat sms tapi kita yang bayarin. Bukannya ga ngehargain yg ngebikin apk, tapi ini sama sekali ga ngebantu, saya juga udah topup di apk sebelah untuk bayar pendaftaran tapi malah ga bisa bisa saat mau daftar.",28 Desember 2021,Ninda Miranda
positif,Registrasi akun sangat cepat..bagi yang sudah punya kartu nya.. Untuk up date perbulan..jika sudah auto seting di hp untuk ap date nya Saya rasa tidak ada masalah. Setiap bulan data pasti berubah..karna dari riwayat penggunanya Jadi memang harus di up date.. Terimaksih mobile jkn,13 September 2020,yuliana
negatif,"1) aplikasi sangat rumit, tolong dipikirkan juga pengguna lansia yang belum tentu tinggal di perkotaan dan melek teknologi 2) mengapa harus melakukan login ulang padahal akun tidak diakses melalui device lain? 3) sulit untuk login dengan keterangan ""NIK/Password salah"" padahal sudah betul 4) verifikasi untuk mengganti password tidak ada opsi untuk dikirimkan melalui WhatsApp 5) pembatalan hanya dapat dilakukan sebelum jadwal, jika terlewat harus daftar manual, padahal pemberitahuan mepet jadwal",27 Juni 2023,Aulia Endah
positif,"Hanya berfungsi di jaringan wifi, baik itu tethering dari hp atau modem. Selalu error ""transaksi belum dapat diproses"" saat dijalankan langsung dari jaringan gsm walau pakai operator plat merah. Dengan demikian, aplikasinya belum bisa dikatakan ""mobile"". Error aplikasinya ternyata dipengaturan data memblokir aplikasi mjkn. Setelah blokir dinomaktifkan, mjkn berjalan lancar di gsm tidak cuma di wifi saja. Terus tingkatkan manfaat mjkn",20 Februari 2021,Dadang Sudirman
negatif,"Aplikasi ini loading nya sangat lama, dan setelah berhasil malah ada keterangan ""transaksi belum dpt diproses"" terus. Tolong dong diperbaiki ulang aplikasi ini, berulang kali tpi loadingnya lama bgt trus ada tulisan itu mulu",21 Desember 2020,Risa Lolli
positif,"Aplikasi yang kurang difahami oleh para pengguna, banyak sering konsumen terjebak di registrasi JKN yang menganjurkan TopUp pulsa regular, tapi pulsa selesai sukses TopUp langsung hilang begitu saja karena akses ke aplikasi JKN. Sejujurnya kasihan juga mereka, dan sekaligus penjual pulsa pun kena imbasnya karena pulsa tak terbayar padahal saldo penjual terpotong. Mohon disosialisasikan semaksimal mungkin aplikasinya JKN, sehingga orang mudah memahami dan bisa menggunakannya dengan baik.",5 September 2022,Eddie _
positif,Sebenarnya sangat membantu tapi cukup kecewa karena setiap bulan mau ngecek selalu harus diupdate lagi. Bahkan pernah dlam 1 bulan update 2x. Mohon diperhatikan utk kenyamanan pengguna tolong dibantu agar update aplikasi jika benar2 ada perbaikan.,2 Juni 2020,nida rosy
negatif,Aplikasi awalnya bagus .. setelah di update susah untuk masuk padahal email sudah sesuai.. mohon dibantu untuk lebih di perbaiki lagi sistem aplikasinya... Sangat disayangkan jika aplikasi diperbarui tetapi tidak bisa dimkasimalkan dengan baik..,3 Oktober 2022,Oshin Chan
negatif,"Ini kenapa ya mau daftar jkn moblie tpi ngga bisa masuk keterangan nya (transaksi tidak bisa diproses, mohon coba beberapa saat lagi) sudah 8hari di coba secara berkala tetep ngga bisa masuk sudah ngisi pulsa juga. Dan sudah nelpon call center sampe 4x jwaban nya sama dan di coba tetep ngga bisa masuk. Percuma juga kalo dari bpjs untuk kemudahan dari jkn mobile tapi ngga bisa masuk.",4 Juni 2021,Nurrohim
positif,Bro/Sis harus punya app keren ini.. Fitur KIS Digital praktis banget memudahkan tanpa perlu kartu fisik lagi. Pindah Fasilitas Kesehatan juga mudah banget tinggal klik doang.. Fitur lain masih banyak dan keren. Cakep abis dech.,26 Oktober 2021,ahmad kadiq
negatif,"Terlalu rumit u/ login menggunakan ktp atau nomor bpjs dan tidak ad alternatif email,, dan setelah update jd tidak bisa masuk padahal tidak ad kesalahan password... Otp pun kenapa hanya via sms dan berbayar pula. Sungguh mengecewakan update yg berjalan.",25 Juli 2021,Dhani Alfatih
negatif,"Daftarnya susah, verifikasi pas jam kerja pun gabisa. Pulsa ada, paket data internet ada, wifi ada, lancar semua jaringannya, tapi tetap susah verifikasi OTP nomor HP-nya. Dari sekian orang mengeluhkan hal yang sama dari beberapa saat lalu saya kira sudah ada perbaikan:')",24 Januari 2024,ABC od (wangzi豪)
positif,"Di suruh masukin no hp, nomor nya udah di masuki dan mintadi verifikasi malah pilihan metode verifikasi nya gak muncul",22 Februari 2025,aryani rachmiyati
negatif,"Saran saya .... kalo ga niat bikin aplikasi, jangan lah ... apalagi sering tdk bisa login. Makin diupdate makin amburadul,. dalam situasi pandemik seperti sekarang, kita dituntut untuk via online,, tapi apalah daya.. aplikasi jelek kaya gini, tolong lah perbaiki, dari mulai sistem login, cek tagihan, dll.. Yang paling ngeselin tiap login ataupun mengklik menu apapun selalu ""transaksi tdk dapat diproses, cobalah beberapa saat lagi"" ... kan odading mang oleh banget ..",3 November 2020,Ridwan Fauzia Ulfiaturohman
negatif,"Zaman sudah berubah... Di ubahlah no kontak nya mengikuti perkembangan, hampir semua orang menggunakan WhatsApp. Gantilah no kontak nya yang mudah di hubungi tanpa pulsa. Butuh pulsa berapa untuk mengganti no handphone verifikasi",25 Juni 2021,Dede Apri
positif,"Aplikasinya sangat membantu. Saya biasa ambil antrian lewat JKN. Nggak perlu ngantri. Tapi sewaktu dapat rujukan, mau ambil online harus update no handphone. Dan itu tidak bisa, tidak bisa memverifikasi. Tidak ada tombol button nya. Perbaharui lagi ya min, padahal ini aplikasi bagus membantu bgd loh. Aku kasih bintang 3 dulu, kalau sudah bisa aku kasih bintang 5",16 Desember 2024,Rindiana A
negatif,"Tidak muncul opsi reaktivasi kepesertaan setelah 21 tahun. Padahal di berita online sudah banyak diterangkan step2nya, tapi saat dibuka, tidak sesuai sama sekali alurnya bahkan opsi2nya. Begitu juga layanan yg di WhatsApp. Tolong diperbaiki segera👌",4 Oktober 2022,Safiraamnira
negatif,"Aplikasi teerrrribet, paling sering minta update, sekarang setelah diupdate malah banyak fitur yg terkunci, mana yg terkunci malah fitur yg paling sering dipake pula. Kartu peserta juga ga bisa dibuka. Kalo semuanya dikunci begini trus aplikasi gunanya buat apa ya? Kan kita butuhnya yg simpel praktis, bukan yg dikit2 harus verifikasi.",26 Agustus 2022,Rahmat Hidayat
negatif,"Aplikasinya sering laload, selalu diulang berkali2 gagal trus, capek mau ngecek tagihan aja sampe berhari2 baru bisa trbuka,dan selalu minta di update. Tolong diperbaiki kedepannya. Supaya mudah untuk mengakses informasinya",9 Agustus 2020,Dzamar
positif,"Pinter banget, developer aplikasi kesehatan ini. Jadi pengiriman kode otp dikenakan biaya pulsa ke pengguna, yang kerennya lagi itu kalau misal mau ubah kayak tambah email dan ubah faskes... Harus OTP lagi, jadi nyedot pulsa lagi. Walaupun yah memang mungkin sepadan dengan kemudahan diaplikasi ini. Gw gak tau apakah kalau daftar pelayanan bakal diminta otp juga atau tidak. Cuman gw agak kurang suka aja caranya",21 November 2022,M Zaenal Malik S
negatif,"Tolong diupdate lagi aplikasinya, karena update yang terakhir malah banyak bug, terutama notifikasi ""Aplikasi mobile JKN tidak berjalan pada emulator atau perangkat yang telah dilakukan root"", padahal perangkat tidak sama sekali di-root, dan tidak bisa autodebet padahal sudah jelas sebelumnya bisa autodebet, Ini sangat menggangu. Belum lagi bug yang lainnya.",11 Agustus 2024,Dedi Irawan
positif,"Coba pengen tau, masukannya direspon ga? App bermasalah dgn Oppo A3S, saat digunakan tiba-tiba muncul pesan,""Demi menjaga keamanan, aplikasi mobil jkn tidak bisa berjalan pada emulator atau perangkat yang telah di root"". Padahal sistem hp masih original (no otak Atik/root). Tolong diperbaiki bugnya, terimakasih.",22 Agustus 2024,Atinah Widjajasastra
negatif,"Boleh update, tp password lama Harusnya masih bisa digunakan dan ketika berhasil login, kemudian password diupdate sesuai ketentuan (numeric, karakter huruf besar / kecil), saya klik lupa password untuk mereset password lama, JUJUR INI KODE OTP TIDAK KUNJUNG DATANG. Harusnya layanannya realtime, apalagi perihal KODE OTP, semestinya jika mau ada pembaharuan dipikirin matang² Bung !",22 Juli 2021,Arief Rachman Hakim
negatif,"Coba dong developernya ya nih suruh test dulu aplikasinya, banyak minusnya apa engga. Login aja susah captchanya kaga mau muncul udah pake data, pake wifi sama aja. Sekalinya bisa login, ngecek kartu gabisa, ngapa2in gabisa. ""Transaksi belum dapat di proses, silahkan coba beberapa saat lagi"" Pake indihome 30mbps pun sama aja gajelas aplikasinya",21 Agustus 2020,Handika
negatif,Suka error dan susah ambil antrean bolak balik ke rs manual jkn buat dibenerin pulang pulang no rujukan salah. Balik lagi ke rs dan di jkn gak muncul perasaan gitu aja terus. Aplikasinya kadang nge bug lemot dan error saat mau ambil antrean. Tingkatkan lagi karena ini PENTING,7 Mei 2024,kang Mudin
negatif,"Download sudah lama tapi tidak bisa digunakan, minta kode verifikasi selalu ga masuk biar dicoba berkali-kali. Keterangan selalu kendala dikoneksi, padahal jaringan stabil n bagus kadang pake wifi juga jaringan kencang bagus. Jadi bagaimana mau akses aplikasinya kalo daftarnya aja gagal terus!",24 Juni 2021,Nikmatul Fadillah
negatif,"apa lah ni, setelah update masa gak bisa di buka aplikasi nya, katanya ""aplikasi Mobile Jkn tidak bisa berjalan pada emulator"", padahal buka nya pake android di blg pake emulator lucu, trus sambungan nya lgi ""dan dengan kondisi device tidak di lakukan root"", abis tekan itu tiba2 keluar, pas mau msuk lagi sama aja muncul pringatan kayak tdi, jelek kali stelah update min, ini utk admin nya tolong di perbaiki ya,saya jdi gak bisa akses, bukannya stlh update itu jdi lbh bgs,ini malah gk bs di pake.",2 Januari 2024,SwithBladee
negatif,"Tidak berjalan sesuai fungsinya, yaitu memudahkan masih banyak bug seperti pencarian faskes sekitar tidak bisa dilakukan padah izin penggunaan lokasi sudah diaktifkan, masih banyak opsi yg belum bisa digunakan sebagaimana fungsinya. Tolong ditingkatkan",22 Maret 2024,Tri Satria
negatif,"Mohon di perbaiki lagi , setiap daftar susah sekali sinyal sudah bagus , kode nya juga sudah trkirrim.lewat sms tetep gak bisa , gagal gagal muluk. Sinyal sudah stabil sudah bagus . Stiap buka aplikasinya sinyal kadang mendadak ilang , giliran udah lancar sms sudah terkirim ada aja gagalnya . .",15 Juni 2021,Arnes Okta
negatif,"OTP tidak masuk terus, sudah dicoba berkali kali tetapi OTP tidak permah masuk. Pilihan OTP juga hanya SMS saja. Mohon diperbaiki, saran bisa ditambah metode OTP lain. Mau daftar gak bisa - bisa, OTP tidak masuk - masuk 🙂. Jaringan sudah dipastikan bagus dan nomer HP dipastikan mempunyai pulsa yang cukup.",17 September 2024,Detik Bahagia
negatif,"Yth. JKN Mobile, MOHON DIPERBAIKI : 1. ketika akan daftar peserta JKN baru, no. KK sudah terinput dan ada data keluarga atasnama KK tersebut namun ketika sudah memilih tempat Faskes malah muncul notifikasi ""data tidak tercatat di dispenduk RI"" dan harus mengulangi memasukkan data keluarga satu per satu. 2. Ketika mengetik data tiba2 ketikan layar tdk muncul dan mengharuskan keluar dari menu tersebut sehingga harus mengulang tahapan input dari awal lagi. Mempersulit pendaftar JKN baru.",6 Februari 2022,Diana Ismaniasih
negatif,"Sebenarnya aplikasi ini sudah bagus, hanya saja pada saat akan memberikan penilaian, laman penilaian tidak bisa discroll kebawah karena deskripsi terapi yang terlalu panjang. Padahal tombol simpannya ada di paling bawah, sehingga tidak bisa mengirimkan hasil penilaiannya.",13 Oktober 2020,laelani khaeriyyah
positif,"Perangkatnya sering eror, kadang akun logout sendiri, ambil antrian juga susah, sering di bilang offline/koneksi tidak baik.. Tapi sudah di coba pakai wifii, pakai data pribadi, pakai data org lain dan eror nya bukan cuman di 1 hp.. Ini Niatnya saja mempermudah tapi nyatanya menyulitkan !!",3 Oktober 2024,Chandra Ristifani H
negatif,"Sekedar saran aplikasi bagus itu di sinyal minim tetap bisa di gunakan. aplikasinya sebaiknya di coba deh di daerah sinyal minim, ini sinyal sudah mengunakan wifi masih saja lemot. Aplikasi untuk memudahkan penggunanya bukan untuk bikin emosi",9 Januari 2022,Ju Naidi
negatif,Aplikasi tidak bisa di gunakan.. Bisa masuk tapi untuk perubahan pengecekan kepesertaan dan ganti data tidka bisa di gunakan selalu selalu bermasalah silahkan coba beberapa saat lagi.. Tolong lah di perbaiki saya butuh ini aplikasi.,13 April 2020,Pengguna Google
negatif,"interface halaman berandanya sepertinya masih kurang user friendly, membingungkan. lalu mau ubah data peserta dialihkan untuk masukan rekening autodebet (yg blm mencakup semua bank), sedangkan lewat metode non bank mau masukan kode verifikasi perintah keyboard hp tidak muncul dan tidak autoread kode masuk jg jadi gak bisa masukin kodenya. akan lebih interaktif lagi kalo faq, interaktif dengan call center langsung. semoga bisa lebih dikembangkan untuk memudahkan pengguna.",5 April 2022,Iftitah Rahmi
negatif,"Tolong aplikasinya lebih transparan lagi, kalau bisa tampilkan history pembayaran premi dan kalo memang ada denda tolong ditampilkan. Aplikasi gak sinkron dengan data? Gak transparan sekali kalian..",22 Februari 2020,Pengguna Google
positif,"Mungkin ada sedikit bug di aplikasinya, jadi ketika pendaftaran pengguna mobile saya sudah ubah inputannya dari nomor bpjs jadi nik. Tapi ketika masukan nomor hp di bawahnya, ada pop up isinya harus memasukkan nomor bpjs, semoga bisa diperbaiki",25 Juni 2021,Tedi Pujiansah
negatif,"Saat login kode capchta tidak muncul jaringan stabil dan bagus, sudah coba uninstal dan instal ulang tetap, saja kode capta tidak muncul, sangat kecewa!! di saat darurat, aplikasi jkn bukan memudahkan, namun mempersulit, mohon segera di perbaiki terimakasih!",3 Oktober 2022,M. SETIAWAN JODI
negatif,"kenapa setelah diupdate malah jd gk bisa masuk accountnya?? jadi nyesel update versi baru kalo tau malah gk bisa login, keterangan user or psswrd salah lah, capture salah lah, padahal udah sesuai semua, gk ada yg dirubah dr account sebelumnya.",26 Juli 2019,Pengguna Google
negatif,"Loading nya lama sekali padahal koneksi jaringan internet saya lancar dan aman untuk akses aplikasi serta informasi lainnya setelah menunggu loading lama, tetap tidak berhasil login, dan ada pesan ""Transaksi belum dapat diproses. Silahkan coba beberapa saat lagi"" Apakah memang transaksinya sedang dalam pengembangan atau bagaimana? sudah dicoba beberapa saat kemudian tetap saja error seperti itu, padahal ini kan aplikasi milik pemerintah, mohon diperbaiki bug nya agar bisa berfungsi kembali",1 Agustus 2020,Juni Fajarwati
